year_month,category,top_counterpart,n_customers,n_transasctions,total_amount,pos_perc,ecom_perc
4-2021,transport,vbz,26,38,364.4,1.0,0.0
4-2021,cash,binance,23,55,24542.39,0.0,1.0
4-2021,shopping,decathlon,19,24,1498.71,0.9,0.1
4-2021,holidays,airbnb,7,13,4189.38,0.0,1.0
4-2021,communication,yallo,11,16,351.4,0.0,1.0
5-2021,restaurants,spettacolo,14,30,192.7,1.0,0.0
5-2021,entertainment,playstationnetwork,10,13,198.38,0.0,1.0
5-2021,wellness,other,7,8,493.0,0.87,0.13
5-2021,entertainment,swiss casinos,4,10,412.0,0.0,1.0
7-2023,transport,coop,301,785,16054.92,1.0,0.0
7-2023,restaurants,migros,142,254,3390.45,1.0,0.0
7-2023,entertainment,netflix,102,102,2039.47,0.0,1.0
7-2023,living,landi,47,59,2174.5,1.0,0.0
7-2023,transport,zvv,25,87,915.0,0.0,1.0
7-2023,shopping,digitec galaxus,99,142,18269.89,0.16,0.84
7-2023,communication,amazon,69,114,1184.2,0.0,1.0
7-2023,shopping,manor,79,102,5432.45,0.95,0.05
7-2023,transport,eni,104,190,5965.57,0.85,0.15
7-2023,transport,lime,24,82,592.45,0.0,1.0
7-2023,communication,adobe,33,40,906.83,0.0,1.0
7-2023,transport,fairtiq,25,57,966.62,0.0,1.0
7-2023,entertainment,google,71,97,935.88,0.0,1.0
7-2023,restaurants,subway,33,36,633.39,1.0,0.0
10-2022,transport,other,886,3245,85535.75,0.75,0.25
10-2022,communication,spotify,142,148,2402.76,0.0,1.0
10-2022,communication,audible,26,30,360.26,0.0,1.0
10-2022,holidays,other,566,1725,274457.63,0.65,0.35
9-2022,salary,other,1,2,19.28,1.0,0.0
10-2022,general,paypal,44,80,7379.26,0.0,1.0
3-2022,communication,netflix.com,18,18,255.67,0.0,1.0
11-2023,groceries,migrolino,99,217,1532.85,1.0,0.0
11-2023,transport,parkingpay,41,122,1002.3,0.0,1.0
11-2023,transport,tier,11,22,70.7,0.1,0.9
2-2022,groceries,coop,746,3314,79314.45,0.97,0.03
2-2022,restaurants,starbucks,73,117,1107.27,1.0,0.0
2-2022,entertainment,youtube,48,52,700.94,0.0,1.0
2-2022,health,dm-drogerie,17,20,788.16,1.0,0.0
2-2022,shopping,muller,46,55,1454.89,1.0,0.0
2-2022,restaurants,vicafe,12,22,275.65,0.69,0.31
11-2023,entertainment,other,596,1950,143367.86,0.16,0.84
11-2023,holidays,other,454,1056,133193.54,0.53,0.47
11-2023,health,other,526,892,50028.34,0.88,0.12
12-2023,transport,coop,274,763,16884.2,1.0,0.0
12-2023,transport,eni,70,118,4355.24,0.84,0.16
12-2023,groceries,brezelkönig,36,54,370.4,1.0,0.0
12-2023,groceries,kkiosk,94,188,2840.2,1.0,0.0
12-2023,entertainment,swisslos,45,109,5121.0,0.0,1.0
12-2023,transport,zvv,25,66,598.04,0.0,1.0
12-2023,entertainment,swiss casinos,21,133,11972.6,0.0,1.0
12-2023,transport,fairtiq,28,54,1379.05,0.0,1.0
12-2023,entertainment,playstationnetwork,19,23,473.89,0.0,1.0
12-2023,transport,lime,18,40,200.74,0.0,1.0
12-2023,education,other,3,6,836.36,0.01,0.99
3-2023,groceries,aldi,230,583,16855.79,1.0,0.0
3-2023,entertainment,interwetten,15,191,16604.89,0.0,1.0
3-2023,groceries,manor,35,80,2042.2,1.0,0.0
3-2023,restaurants,tibits,28,36,602.1,1.0,0.0
3-2023,communication,netflix.com,74,74,1278.7,0.0,1.0
3-2023,shopping,ochsner,25,29,3182.7,0.99,0.01
4-2023,communication,apple,349,954,14305.56,0.0,1.0
4-2023,transport,avia,118,194,7039.38,1.0,0.0
4-2023,transport,socar,96,141,4425.7,1.0,0.0
4-2023,cash,postfinance,55,90,21031.84,1.0,0.0
4-2023,shopping,migros,53,64,3825.0,0.8,0.2
4-2023,transport,tamoil,40,81,2173.1,1.0,0.0
4-2023,groceries,other,1092,4464,117270.96,0.84,0.16
5-2023,transport,coop,327,887,17457.14,1.0,0.0
5-2023,groceries,volg,158,398,6374.1,1.0,0.0
5-2023,entertainment,interwetten,17,254,19361.48,0.0,1.0
5-2023,transport,eni,83,147,4606.14,0.89,0.11
5-2023,transport,lime,18,78,356.44,0.0,1.0
5-2023,transport,fairtiq,32,83,2017.32,0.0,1.0
5-2023,transport,zvv,23,87,786.9,0.0,1.0
5-2023,restaurants,tibits,46,63,1411.0,1.0,0.0
5-2023,health,coop,42,48,1527.5,1.0,0.0
5-2023,cash,other,304,774,176766.43,0.76,0.24
4-2023,transport,agrola,78,172,4373.8,1.0,0.0
4-2023,groceries,sprungli,40,53,1193.1,1.0,0.0
4-2023,groceries,panetarium,2,36,351.5,1.0,0.0
5-2023,shopping,decathlon,38,44,3340.34,0.8,0.2
6-2023,groceries,lidl,211,492,19084.6,1.0,0.0
6-2023,groceries,spar,124,294,7188.2,1.0,0.0
6-2023,entertainment,microsoft,40,45,1284.9,0.0,1.0
6-2023,entertainment,paypal,26,41,1788.51,0.0,1.0
6-2023,groceries,twint,16,68,972.15,0.0,1.0
6-2023,general,other,348,659,52996.79,0.25,0.75
6-2023,shopping,other,1190,4053,302208.36,0.66,0.34
6-2023,restaurants,starbucks,88,164,1787.39,0.98,0.02
6-2023,restaurants,vicafe,23,49,499.1,0.94,0.06
6-2023,shopping,jelmoli,11,19,1039.0,1.0,0.0
10-2021,groceries,avec,76,119,935.15,0.99,0.01
10-2021,restaurants,starbucks,82,127,1298.44,0.97,0.03
10-2021,groceries,sumup,55,74,1827.22,1.0,0.0
10-2021,transport,voi,8,38,142.91,0.03,0.97
11-2021,entertainment,mycasino.ch,8,31,3429.0,0.0,1.0
11-2021,restaurants,tibits,22,43,809.1,1.0,0.0
11-2021,shopping,zalando,29,48,7472.9,0.0,1.0
11-2021,tax,other,122,152,5330.71,0.4,0.6
12-2021,restaurants,migros,128,229,3052.85,1.0,0.0
12-2021,transport,easypark,30,73,256.31,0.0,1.0
12-2021,entertainment,mycasino.ch,8,37,4332.0,0.0,1.0
12-2021,communication,post,114,175,7749.59,1.0,0.0
12-2021,restaurants,subway,19,23,383.94,1.0,0.0
1-2022,transport,uber,57,189,2899.53,0.13,0.87
1-2022,shopping,migros,49,57,3091.6,0.93,0.07
1-2022,entertainment,steam,32,54,1231.51,0.0,1.0
10-2021,entertainment,microsoft,36,56,1387.7,0.0,1.0
10-2021,entertainment,paypal,18,21,916.81,0.0,1.0
10-2021,communication,netflix.com,12,13,165.36,0.0,1.0
10-2021,restaurants,vicafe,22,40,437.05,0.83,0.17
11-2021,groceries,selecta,77,294,797.83,1.0,0.0
11-2021,shopping,paypal,104,181,19178.96,0.0,1.0
11-2021,shopping,aliexpress,44,171,5002.67,0.0,1.0
11-2021,cash,kantonalbank,23,35,8160.0,1.0,0.0
11-2021,transport,bolt,5,10,46.48,0.0,1.0
12-2021,shopping,decathlon,14,23,2243.82,0.58,0.42
1-2022,transport,vbz,24,34,272.2,1.0,0.0
1-2022,restaurants,tibits,21,32,688.5,1.0,0.0
6-2021,groceries,migros,489,1743,58976.34,0.9,0.1
6-2021,entertainment,interwetten,4,30,8759.02,0.0,1.0
6-2021,cash,twint,46,129,3832.09,0.0,1.0
6-2021,communication,sky,31,38,606.57,0.0,1.0
6-2021,cash,binance,14,29,8735.01,0.0,1.0
6-2021,groceries,stocker,12,24,226.4,1.0,0.0
6-2021,communication,yallo,12,15,679.05,0.0,1.0
7-2021,shopping,other,784,2831,221437.23,0.64,0.36
7-2021,transport,sbb,206,899,19563.8,0.28,0.72
7-2021,groceries,migrolino,58,222,2159.35,0.92,0.08
7-2021,cash,kantonalbank,21,30,7470.0,1.0,0.0
7-2021,entertainment,jackpots.ch,11,136,2250.59,0.0,1.0
7-2021,shopping,jelmoli,20,23,1960.7,0.94,0.06
8-2021,groceries,selecta,91,313,909.18,1.0,0.0
8-2021,shopping,aliexpress,45,139,4424.24,0.0,1.0
8-2021,shopping,paypal,92,191,14355.51,0.0,1.0
8-2021,shopping,zalando,26,56,7073.45,0.0,1.0
6-2021,groceries,brezelkonig,30,39,268.5,1.0,0.0
8-2021,transport,other,610,2015,51203.15,0.78,0.22
8-2021,savings,other,34,97,35799.13,0.03,0.97
9-2021,groceries,lidl,128,290,11316.09,1.0,0.0
9-2021,groceries,spar,101,263,6645.74,1.0,0.0
9-2021,shopping,digitec galaxus,72,111,14657.26,0.08,0.92
9-2021,communication,spotify,126,130,2118.28,0.0,1.0
9-2021,shopping,manor,49,76,5721.5,0.85,0.15
9-2021,cash,kantonalbank,20,30,5380.0,1.0,0.0
9-2021,groceries,twint,8,16,744.3,0.0,1.0
9-2021,communication,audible,32,34,404.22,0.0,1.0
1-2023,groceries,denner,259,614,13833.65,0.99,0.01
1-2023,restaurants,migros,166,368,4997.5,1.0,0.0
1-2023,living,landi,29,35,1479.4,1.0,0.0
1-2023,entertainment,youtube,49,60,771.72,0.0,1.0
1-2023,restaurants,subway,28,45,714.87,1.0,0.0
1-2023,shopping,ochsner,39,48,3584.8,0.92,0.08
1-2023,health,other,492,904,45620.76,0.9,0.1
1-2023,communication,other,531,1031,45266.09,0.05,0.95
2-2023,groceries,selecta,96,266,866.49,1.0,0.0
2-2023,restaurants,sumup,175,345,8462.8,1.0,0.0
2-2023,transport,migrol,110,192,5683.94,1.0,0.0
2-2023,restaurants,uber,58,221,7607.34,0.0,1.0
2-2023,savings,coinbase,7,27,2320.72,0.0,1.0
2-2023,shopping,globus,36,46,2776.52,1.0,0.0
2-2023,holidays,swiss,28,36,6671.65,0.14,0.86
2-2023,entertainment,steam,25,37,1193.09,0.0,1.0
2-2023,restaurants,marche,56,77,1071.17,1.0,0.0
2-2023,transport,landi,17,39,567.25,1.0,0.0
1-2023,transport,paypal,11,22,2121.25,0.0,1.0
3-2023,groceries,rewe,17,28,1035.32,1.0,0.0
11-2022,shopping,migros,46,61,3663.7,0.97,0.03
11-2022,cash,other,275,670,150352.57,0.84,0.16
11-2022,entertainment,other,569,1711,104792.04,0.14,0.86
11-2022,groceries,denner,270,660,13205.3,0.99,0.01
11-2022,transport,paypal,12,12,1827.29,0.0,1.0
11-2022,communication,tiktok,4,43,769.94,0.0,1.0
12-2022,groceries,kkiosk,107,177,2313.65,0.99,0.01
12-2022,shopping,muller,63,84,2469.05,1.0,0.0
12-2022,groceries,brezelkönig,31,38,233.8,1.0,0.0
12-2022,wellness,other,7,8,1326.99,0.96,0.04
12-2022,Health,other,1,1,725.0,0.0,1.0
3-2022,cash,other,189,405,92705.97,0.82,0.18
3-2022,restaurants,other,1013,6209,226713.44,0.94,0.06
3-2022,groceries,aldi,175,448,15461.84,1.0,0.0
3-2022,transport,avia,85,154,6816.27,1.0,0.0
3-2022,transport,socar,99,169,5246.19,1.0,0.0
3-2022,transport,agrola,67,114,3564.87,1.0,0.0
3-2022,groceries,manor,34,74,1538.75,1.0,0.0
3-2022,entertainment,swisslos,30,60,3194.0,0.02,0.98
3-2022,shopping,migros,38,42,2605.3,0.95,0.05
3-2022,transport,tamoil,31,42,1124.83,1.0,0.0
3-2022,groceries,rewe,14,32,1029.23,1.0,0.0
3-2022,entertainment,playstationnetwork,17,36,718.57,0.0,1.0
3-2022,entertainment,swiss casinos,29,106,7988.0,0.0,1.0
4-2022,transport,coop,254,530,14426.76,1.0,0.0
4-2022,shopping,amazon,90,175,11655.51,0.0,1.0
4-2022,restaurants,starbucks,84,135,1418.09,0.99,0.01
4-2022,shopping,ikea,50,75,9974.18,0.79,0.21
4-2022,transport,eni,60,97,2381.53,0.96,0.04
4-2022,transport,lime,24,65,319.23,0.0,1.0
4-2022,transport,fairtiq,33,74,1827.88,0.0,1.0
4-2022,shopping,sumup,34,42,2882.34,0.96,0.04
4-2022,transport,zvv,29,83,1892.2,0.0,1.0
4-2022,cash,kantonalbank,29,36,8260.0,1.0,0.0
4-2022,communication,netflix.com,19,20,302.7,0.0,1.0
4-2022,restaurants,vicafe,18,26,361.15,0.72,0.28
5-2022,groceries,lidl,185,427,18905.45,1.0,0.0
5-2022,restaurants,mcdonalds,190,319,5771.39,1.0,0.0
5-2022,groceries,spar,100,279,6611.88,1.0,0.0
5-2022,communication,spotify,139,142,2333.06,0.0,1.0
5-2022,entertainment,netflix,113,113,2317.94,0.0,1.0
5-2022,entertainment,google,15,19,158.11,0.0,1.0
5-2022,shopping,amzn,14,24,2104.49,0.0,1.0
5-2022,groceries,twint,19,47,673.1,0.0,1.0
5-2022,communication,audible,31,33,351.01,0.0,1.0
5-2022,transport,bolt,7,27,176.27,0.0,1.0
5-2022,holidays,other,462,1193,172869.89,0.54,0.46
5-2022,savings,other,32,43,43721.32,0.0,1.0
6-2022,communication,google,125,406,3996.41,0.0,1.0
6-2022,groceries,avec,157,273,2442.95,0.98,0.02
6-2022,cash,revolut,65,179,85406.13,0.0,1.0
6-2022,restaurants,mcdonalds,188,311,5267.41,1.0,0.0
6-2022,transport,parkingpay,47,172,943.98,0.0,1.0
6-2022,groceries,sumup,76,104,1641.47,1.0,0.0
6-2022,transport,tier,32,103,535.67,0.07,0.93
6-2022,entertainment,steam,24,51,1136.68,0.0,1.0
8-2023,restaurants,other,1290,8779,276915.81,0.96,0.04
8-2023,groceries,other,1105,4750,112748.85,0.88,0.12
8-2023,living,other,115,214,9255.58,0.66,0.34
8-2023,communication,apple,346,968,19168.97,0.0,1.0
8-2023,transport,migrol,154,264,6642.42,1.0,0.0
8-2023,entertainment,steam,28,45,1142.69,0.0,1.0
8-2023,transport,landi,22,39,746.21,0.97,0.03
8-2023,groceries,panetarium,4,37,339.5,1.0,0.0
9-2023,groceries,lidl,197,437,15799.99,1.0,0.0
9-2023,groceries,spar,138,310,6888.23,1.0,0.0
9-2023,entertainment,interwetten,21,306,27400.79,0.0,1.0
9-2023,restaurants,starbucks,94,176,1630.23,0.94,0.06
9-2023,communication,post,116,136,4228.99,0.96,0.04
9-2023,health,amavita,43,56,1511.8,1.0,0.0
9-2023,groceries,twint,13,60,508.8,0.0,1.0
9-2023,restaurants,vicafe,21,46,369.2,0.89,0.11
9-2023,shopping,ochsner,31,36,3649.85,0.84,0.16
9-2023,transport,paypal,14,34,1288.76,0.0,1.0
8-2023,groceries,sprungli,35,47,1043.95,1.0,0.0
8-2023,health,sumup,47,56,5436.25,1.0,0.0
9-2023,savings,other,14,23,5990.3,0.0,1.0
9-2023,cash,ubs,31,60,8930.0,1.0,0.0
10-2023,entertainment,youtube,44,44,666.87,0.0,1.0
10-2023,restaurants,vicafe,21,41,374.4,0.79,0.21
10-2023,groceries,migrolino,108,257,1852.25,1.0,0.0
10-2023,restaurants,starbucks,107,172,1783.91,0.97,0.03
10-2023,transport,easypark,63,170,857.41,0.0,1.0
10-2023,health,sumup,53,59,4480.74,1.0,0.0
10-2023,communication,yallo,20,34,1098.05,0.0,1.0
10-2023,communication,sky,5,6,157.3,0.0,1.0
7-2022,groceries,kkiosk,108,162,2039.9,1.0,0.0
7-2022,entertainment,microsoft,40,43,676.71,0.0,1.0
7-2022,entertainment,paypal,28,37,1993.84,0.0,1.0
7-2022,cash,other,276,784,156345.1,0.9,0.1
7-2022,groceries,brezelkönig,25,30,205.7,1.0,0.0
8-2022,restaurants,mcdonalds,222,352,5836.57,1.0,0.0
8-2022,transport,parkingpay,48,124,932.29,0.0,1.0
8-2022,entertainment,youtube,46,47,714.12,0.0,1.0
8-2022,shopping,other,1113,3960,284276.57,0.66,0.34
8-2022,transport,tier,30,108,450.01,0.01,0.99
8-2022,holidays,booking.com,36,59,18440.86,0.0,1.0
8-2022,health,coop,30,36,1004.1,1.0,0.0
8-2022,shopping,jelmoli,13,20,853.8,0.93,0.07
8-2022,Restaurant,other,6,7,205.6,1.0,0.0
8-2022,wellness,other,16,19,2062.91,0.93,0.07
8-2022,Fitness,other,1,1,29.0,1.0,0.0
9-2022,groceries,other,1024,4409,102806.4,0.85,0.15
9-2022,general,other,299,529,44120.09,0.21,0.79
9-2022,groceries,sprungli,34,44,864.2,1.0,0.0
9-2022,holidays,booking.com,33,46,15021.23,0.0,1.0
9-2022,groceries,panetarium,4,30,298.5,1.0,0.0
9-2022,shopping,ochsner,31,34,2813.35,0.95,0.05
9-2022,communication,netflix.com,21,21,309.39,0.0,1.0
1-2021,transport,uber,17,59,727.58,0.04,0.96
1-2021,cash,ubs,31,76,3118.23,0.43,0.57
1-2021,transport,vbz,11,21,101.3,1.0,0.0
1-2021,communication,sky,20,28,378.24,0.0,1.0
1-2021,shopping,ochsner,11,11,968.25,0.82,0.18
1-2021,communication,yallo,7,14,430.15,0.0,1.0
1-2021,education,other,1,1,99.0,1.0,0.0
2-2021,transport,coop,118,248,7489.31,0.97,0.03
2-2021,groceries,migrolino,49,109,877.7,0.95,0.05
2-2021,transport,eni,11,19,621.38,1.0,0.0
2-2021,transport,lime,4,8,20.47,0.0,1.0
2-2021,transport,fairtiq,15,19,241.75,0.0,1.0
2-2021,shopping,migros,16,20,802.1,0.77,0.23
2-2021,savings,revolut,35,89,19861.94,0.0,1.0
3-2021,groceries,migrolino,59,162,1306.45,0.83,0.17
3-2021,entertainment,interwetten,4,44,8623.0,0.0,1.0
3-2021,communication,post,92,125,2664.6,1.0,0.0
3-2021,shopping,migros,42,52,1932.0,0.77,0.23
3-2021,general,other,142,248,27166.98,0.06,0.94
3-2021,living,other,82,127,10183.93,0.4,0.6
3-2021,savings,other,31,65,19354.03,0.0,1.0
5-2021,restaurants,migros,80,152,1640.15,0.99,0.01
5-2021,shopping,digitec galaxus,67,108,15503.03,0.12,0.88
5-2021,shopping,manor,35,48,2058.35,0.89,0.11
5-2021,groceries,sprungli,24,30,861.0,1.0,0.0
5-2021,cash,kantonalbank,9,9,820.0,1.0,0.0
5-2021,groceries,panetarium,5,31,361.0,1.0,0.0
5-2021,groceries,other,636,2404,79696.66,0.82,0.18
2-2021,transport,zvv,8,14,112.5,0.0,1.0
3-2021,restaurants,spettacolo,4,5,43.6,1.0,0.0
3-2021,transport,paypal,9,11,503.82,0.0,1.0
3-2021,Restaurant,other,1,1,32.0,1.0,0.0
4-2021,groceries,migrolino,74,174,1696.94,0.87,0.13
4-2021,restaurants,other,665,2481,77312.13,0.8,0.2
4-2021,health,other,289,443,29696.09,0.87,0.13
4-2021,transport,other,413,1004,28452.62,0.85,0.15
4-2021,holidays,other,151,276,35208.59,0.68,0.32
4-2021,entertainment,steam,15,22,456.96,0.0,1.0
5-2021,restaurants,subway,25,40,697.67,1.0,0.0
7-2023,groceries,lidl,221,488,19222.45,1.0,0.0
7-2023,groceries,spar,171,353,9220.82,0.98,0.02
7-2023,entertainment,microsoft,42,51,626.07,0.0,1.0
7-2023,entertainment,paypal,23,33,1474.72,0.0,1.0
7-2023,communication,other,524,1088,37967.07,0.1,0.9
7-2023,cash,other,334,792,176425.17,0.87,0.13
7-2023,transport,voi,23,100,368.86,0.0,1.0
7-2023,restaurants,spettacolo,29,31,296.7,1.0,0.0
7-2023,groceries,twint,14,44,511.45,0.0,1.0
10-2022,groceries,steiner,50,124,1543.9,1.0,0.0
10-2022,transport,vbz,21,37,226.3,1.0,0.0
10-2022,groceries,sbb,35,47,389.8,1.0,0.0
10-2022,shopping,decathlon,37,46,3295.31,0.98,0.02
10-2022,transport,uber,74,265,4179.47,0.05,0.95
10-2022,holidays,airbnb,18,29,13941.36,0.0,1.0
11-2022,Shopping,other,1,1,65.8,1.0,0.0
11-2023,transport,shell,124,192,4581.11,1.0,0.0
11-2023,restaurants,burger,120,165,4039.84,1.0,0.0
11-2023,health,sumup,41,46,3886.97,1.0,0.0
2-2022,communication,apple,312,953,19961.23,0.0,1.0
2-2022,groceries,aldi,164,375,12965.59,1.0,0.0
2-2022,health,amavita,49,56,1843.65,0.95,0.05
2-2022,groceries,manor,25,49,875.7,1.0,0.0
2-2022,cash,kantonalbank,27,33,9710.0,1.0,0.0
2-2022,holidays,swiss,27,44,7638.23,0.05,0.95
2-2022,groceries,rewe,12,26,783.78,1.0,0.0
11-2023,cash,twint,24,74,4050.65,0.0,1.0
11-2023,communication,sky,3,3,35.79,0.0,1.0
11-2023,shopping,amzn,27,45,3160.73,0.0,1.0
11-2023,communication,yallo,21,32,1182.2,0.0,1.0
11-2023,cash,binance,10,31,17845.85,0.0,1.0
11-2023,holidays,airbnb,21,29,13135.07,0.0,1.0
12-2023,groceries,migros,803,3147,92614.97,0.95,0.05
12-2023,restaurants,burger,136,190,4565.09,1.0,0.0
12-2023,groceries,brezelkonig,56,75,587.3,0.95,0.05
12-2023,transport,voi,13,69,229.93,0.0,1.0
12-2023,shopping,decathlon,35,40,3562.43,0.9,0.1
12-2023,groceries,stocker,25,54,346.9,1.0,0.0
12-2023,communication,tiktok,15,190,9341.41,0.0,1.0
3-2023,communication,paypal,109,193,6355.47,0.0,1.0
3-2023,restaurants,starbucks,106,177,1667.42,0.97,0.03
3-2023,groceries,steiner,57,120,1270.65,1.0,0.0
3-2023,shopping,amzn,37,76,3544.27,0.0,1.0
3-2023,groceries,sbb,27,38,315.6,1.0,0.0
3-2023,restaurants,vicafe,20,34,372.69,0.61,0.39
3-2023,living,other,98,201,15396.47,0.41,0.59
3-2023,savings,other,21,39,6609.28,0.0,1.0
4-2023,groceries,volg,128,279,5300.5,1.0,0.0
4-2023,transport,parkingpay,39,137,1170.29,0.0,1.0
4-2023,restaurants,mcdonald's,77,115,1802.2,1.0,0.0
4-2023,transport,tier,20,85,242.78,0.0,1.0
3-2023,entertainment,paypal,27,46,1284.33,0.0,1.0
5-2023,transport,migrol,144,250,6658.29,1.0,0.0
5-2023,restaurants,starbucks,91,180,1751.74,0.97,0.03
5-2023,cash,ubs,29,69,11330.0,1.0,0.0
5-2023,groceries,sprungli,36,51,923.7,1.0,0.0
5-2023,entertainment,microsoft,46,63,1465.87,0.0,1.0
5-2023,transport,landi,21,49,1020.7,1.0,0.0
5-2023,entertainment,paypal,17,34,2878.55,0.0,1.0
5-2023,groceries,panetarium,4,60,545.8,1.0,0.0
5-2023,shopping,other,1218,4000,309337.17,0.65,0.35
5-2023,groceries,other,1131,5044,123858.88,0.87,0.13
4-2023,savings,other,20,62,12024.11,0.0,1.0
4-2023,shopping,globus,23,39,2197.55,0.97,0.03
4-2023,Restaurant,other,3,4,32.7,1.0,0.0
5-2023,restaurants,vicafe,26,45,344.2,1.0,0.0
5-2023,shopping,jelmoli,15,28,918.55,1.0,0.0
5-2023,Restaurant,other,4,4,100.4,1.0,0.0
6-2023,entertainment,interwetten,17,222,13934.81,0.0,1.0
6-2023,holidays,booking.com,59,79,31113.2,0.0,1.0
6-2023,shopping,decathlon,41,52,3413.06,0.95,0.05
6-2023,communication,sky,36,43,731.32,0.0,1.0
6-2023,communication,yallo,17,46,1104.3,0.0,1.0
6-2023,savings,other,20,103,20421.37,0.0,1.0
6-2023,restaurants,tibits,28,48,934.4,1.0,0.0
6-2023,health,dm-drogerie,35,44,1764.78,1.0,0.0
6-2023,transport,paypal,13,21,2373.36,0.0,1.0
10-2021,wellness,other,9,11,993.35,0.94,0.06
10-2021,transport,sbb,236,1021,15660.8,0.21,0.79
10-2021,groceries,selecta,98,351,1027.3,1.0,0.0
10-2021,communication,paypal,67,114,3223.42,0.0,1.0
10-2021,entertainment,interwetten,8,48,5431.0,0.0,1.0
10-2021,cash,twint,58,212,7708.91,0.0,1.0
10-2021,shopping,muller,41,48,1240.62,1.0,0.0
11-2021,restaurants,starbucks,67,126,1180.06,0.89,0.11
11-2021,groceries,sumup,66,82,1846.61,1.0,0.0
11-2021,savings,revolut,63,178,61494.65,0.0,1.0
11-2021,restaurants,vicafe,13,19,155.9,1.0,0.0
11-2021,communication,other,441,859,36787.24,0.04,0.96
11-2021,transport,other,604,1917,42849.89,0.74,0.26
11-2021,living,other,82,148,14611.1,0.39,0.61
12-2021,transport,shell,77,132,3998.2,1.0,0.0
12-2021,restaurants,burger,107,141,3090.42,0.99,0.01
12-2021,communication,amazon,62,89,926.73,0.0,1.0
12-2021,communication,adobe,21,29,869.41,0.0,1.0
12-2021,shopping,jelmoli,27,44,3916.1,0.98,0.02
12-2021,general,other,242,375,69681.67,0.18,0.82
12-2021,shopping,other,986,3478,311482.73,0.58,0.42
12-2021,living,other,74,149,6258.11,0.61,0.39
1-2022,groceries,spar,91,214,6500.14,1.0,0.0
1-2022,restaurants,starbucks,46,85,992.71,1.0,0.0
1-2022,savings,coinbase,26,94,9892.89,0.0,1.0
1-2022,shopping,globus,36,59,4255.43,0.98,0.02
1-2022,holidays,swiss,14,24,3761.37,0.09,0.91
1-2022,entertainment,youtube,41,49,609.34,0.0,1.0
1-2022,restaurants,vicafe,12,21,264.3,0.78,0.22
1-2022,living,other,70,173,10903.5,0.64,0.36
10-2021,restaurants,tibits,22,41,773.3,1.0,0.0
10-2021,cash,binance,18,61,16048.23,0.0,1.0
10-2021,health,dm-drogerie,16,20,1652.89,1.0,0.0
11-2021,groceries,avec,67,114,894.8,1.0,0.0
11-2021,holidays,booking.com,8,15,6384.0,0.0,1.0
11-2021,Holidays,other,1,1,21.02,1.0,0.0
12-2021,groceries,coop,775,3140,93855.32,0.98,0.02
12-2021,wellness,other,19,25,3262.8,0.91,0.09
1-2022,groceries,lidl,134,313,13287.4,1.0,0.0
1-2022,groceries,twint,12,22,471.0,0.0,1.0
6-2021,health,other,309,487,33821.1,0.86,0.14
6-2021,restaurants,mcdonalds,137,226,3781.85,1.0,0.0
6-2021,savings,coinbase,12,33,3354.33,0.0,1.0
6-2021,shopping,otto's,26,33,1543.75,0.94,0.06
6-2021,entertainment,microsoft,23,25,817.57,0.0,1.0
6-2021,shopping,orell fussli,16,18,644.8,1.0,0.0
6-2021,transport,paypal,8,10,171.36,0.0,1.0
6-2021,shopping,hornbach,18,27,1470.24,0.46,0.54
7-2021,restaurants,sumup,102,148,4420.82,0.99,0.01
7-2021,restaurants,uber,40,130,4468.65,0.03,0.97
7-2021,groceries,kkiosk,57,87,986.95,1.0,0.0
7-2021,entertainment,swisslos,12,19,1082.0,0.0,1.0
7-2021,health,amavita,34,41,1213.25,1.0,0.0
7-2021,groceries,brezelkönig,26,35,259.0,1.0,0.0
7-2021,shopping,decathlon,30,37,2763.92,0.85,0.15
7-2021,entertainment,swiss casinos,9,66,5458.0,0.0,1.0
7-2021,general,other,195,289,24766.52,0.21,0.79
8-2021,groceries,avec,69,115,980.8,0.89,0.11
8-2021,communication,spotify,126,133,2161.77,0.0,1.0
8-2021,restaurants,mcdonald's,48,70,1230.2,1.0,0.0
8-2021,groceries,sumup,48,64,1198.22,0.97,0.03
8-2021,cash,postfinance,38,51,9946.68,1.0,0.0
8-2021,health,coop,28,32,794.35,0.99,0.01
8-2021,transport,bolt,2,7,36.49,0.0,1.0
6-2021,entertainment,paypal,12,17,624.5,0.0,1.0
7-2021,restaurants,marche,36,46,917.73,1.0,0.0
7-2021,entertainment,playstationnetwork,11,13,266.56,0.0,1.0
7-2021,transport,voi,6,9,61.94,0.53,0.47
8-2021,general,other,250,430,40457.61,0.28,0.72
8-2021,communication,audible,29,36,420.34,0.0,1.0
8-2021,Restaurant,other,1,1,47.2,1.0,0.0
9-2021,entertainment,netflix,109,109,2001.48,0.0,1.0
9-2021,restaurants,other,939,5766,214118.44,0.94,0.06
9-2021,holidays,swiss,30,68,6917.27,0.03,0.97
9-2021,health,coop,21,25,637.45,0.94,0.06
9-2021,entertainment,google,14,19,226.83,0.0,1.0
1-2023,restaurants,burger,138,191,4393.36,1.0,0.0
1-2023,entertainment,steam,37,68,1263.91,0.0,1.0
1-2023,shopping,amzn,41,81,4807.8,0.0,1.0
2-2023,transport,coop,266,593,14866.88,1.0,0.0
2-2023,groceries,avec,131,257,2193.85,1.0,0.0
2-2023,groceries,sumup,65,82,1596.29,1.0,0.0
