year_month,category,top_counterpart,n_customers,n_transasctions,total_amount,pos_perc,ecom_perc
8-2022,communication,yallo,15,29,760.0,0.0,1.0
8-2022,Health,other,1,3,315.0,0.0,1.0
9-2022,groceries,volg,154,426,6818.6,1.0,0.0
9-2022,communication,paypal,89,246,5367.33,0.0,1.0
9-2022,restaurants,other,1194,7692,260653.01,0.95,0.05
9-2022,entertainment,other,510,1508,122629.96,0.17,0.83
9-2022,shopping,amzn,23,44,2823.48,0.0,1.0
1-2021,groceries,coop,429,1881,59201.15,0.96,0.04
1-2021,cash,other,44,107,14682.91,0.66,0.34
1-2021,living,other,38,68,6927.58,0.45,0.55
2-2021,communication,apple,170,444,16723.13,0.0,1.0
2-2021,transport,migrol,56,81,1680.75,1.0,0.0
2-2021,groceries,kkiosk,25,40,370.4,1.0,0.0
2-2021,cash,postfinance,10,10,1740.0,1.0,0.0
2-2021,health,amavita,13,16,490.8,1.0,0.0
2-2021,living,landi,25,27,1132.0,1.0,0.0
2-2021,groceries,brezelkönig,14,20,145.9,1.0,0.0
2-2021,transport,landi,12,28,995.2,1.0,0.0
3-2021,groceries,kkiosk,37,50,488.5,1.0,0.0
3-2021,communication,amazon,28,55,1162.58,0.0,1.0
3-2021,entertainment,microsoft,21,22,940.47,0.0,1.0
3-2021,health,sumup,22,24,1369.28,1.0,0.0
3-2021,groceries,brezelkönig,18,32,209.5,1.0,0.0
3-2021,entertainment,paypal,12,13,305.58,0.0,1.0
5-2021,groceries,volg,115,311,5750.45,1.0,0.0
5-2021,communication,google,89,248,1665.83,0.0,1.0
5-2021,restaurants,burger,59,83,2250.18,0.99,0.01
5-2021,transport,paypal,9,14,4384.9,0.0,1.0
5-2021,savings,other,32,75,13592.92,0.0,1.0
1-2021,shopping,amzn,6,7,212.03,0.0,1.0
2-2021,entertainment,mycasino.ch,2,10,500.0,0.0,1.0
2-2021,shopping,globus,9,10,462.35,0.5,0.5
3-2021,shopping,globus,25,33,2064.15,0.8,0.2
3-2021,communication,adobe,16,21,530.48,0.0,1.0
4-2021,communication,apple,204,568,11209.74,0.0,1.0
4-2021,groceries,brezelkönig,24,41,265.9,1.0,0.0
4-2021,tax,other,63,80,3456.49,0.44,0.56
4-2021,shopping,amazon,62,140,6136.35,0.0,1.0
4-2021,groceries,kkiosk,32,47,481.6,1.0,0.0
4-2021,shopping,ikea,39,60,6814.07,0.71,0.29
4-2021,shopping,sumup,22,24,2508.3,1.0,0.0
4-2021,entertainment,youtube,32,34,473.49,0.0,1.0
6-2021,cash,revolut,1,2,261.23,0.0,1.0
6-2023,Groceries,other,1,1,75.6,1.0,0.0
7-2023,transport,sbb,349,1528,31726.0,0.12,0.88
7-2023,shopping,muller,59,76,2836.24,1.0,0.0
7-2023,holidays,other,719,2257,309558.31,0.63,0.37
7-2023,entertainment,interwetten,21,165,7566.33,0.0,1.0
7-2023,cash,ubs,40,85,21930.0,1.0,0.0
7-2023,Shopping,other,1,2,164.28,1.0,0.0
7-2023,Hotel,other,1,1,125.99,1.0,0.0
10-2022,shopping,other,1139,4046,310439.62,0.67,0.33
10-2022,restaurants,other,1234,8342,275851.98,0.94,0.06
10-2022,groceries,aldi,215,479,13352.88,1.0,0.0
10-2022,groceries,manor,33,70,2519.55,1.0,0.0
10-2022,entertainment,swisslos,37,71,3263.0,0.0,1.0
10-2022,groceries,rewe,23,61,1670.26,0.87,0.13
10-2022,health,coop,32,37,1241.05,1.0,0.0
10-2022,entertainment,playstationnetwork,21,31,717.16,0.0,1.0
9-2022,education,other,3,3,728.79,0.02,0.98
10-2022,entertainment,swiss casinos,27,201,14681.8,0.0,1.0
10-2022,shopping,jelmoli,18,28,1392.8,1.0,0.0
11-2023,groceries,migros,800,3337,81104.71,0.95,0.05
11-2023,restaurants,migros,174,351,4250.3,1.0,0.0
11-2023,cash,revolut,83,321,90433.59,0.0,1.0
11-2023,groceries,brezelkonig,67,93,720.4,0.97,0.03
11-2023,restaurants,subway,27,43,751.32,1.0,0.0
2-2022,restaurants,mcdonalds,154,219,3946.42,0.99,0.01
2-2022,shopping,digitec galaxus,90,151,21200.48,0.12,0.88
2-2022,groceries,steiner,53,113,1562.7,1.0,0.0
2-2022,shopping,manor,48,65,3752.65,0.82,0.18
2-2022,groceries,sbb,17,32,316.8,1.0,0.0
11-2023,entertainment,mycasino.ch,16,175,16257.75,0.0,1.0
11-2023,groceries,stocker,18,50,334.8,1.0,0.0
11-2023,wellness,other,14,19,1791.22,0.73,0.27
11-2023,transport,easypark,52,118,756.9,0.0,1.0
11-2023,shopping,ochsner,34,37,3267.5,0.84,0.16
12-2023,transport,sbb,361,1514,24404.8,0.08,0.92
12-2023,communication,audible,32,39,453.33,0.0,1.0
12-2023,shopping,other,1233,4406,339129.68,0.72,0.28
12-2023,restaurants,migros,159,343,4332.45,1.0,0.0
12-2023,communication,spotify,171,180,3147.0,0.0,1.0
12-2023,holidays,booking.com,28,41,9522.44,0.0,1.0
12-2023,restaurants,subway,17,26,454.63,1.0,0.0
12-2023,health,coop,30,40,1166.85,1.0,0.0
12-2023,shopping,jelmoli,23,34,1633.95,0.89,0.11
3-2023,shopping,digitec galaxus,96,147,17872.87,0.11,0.89
3-2023,communication,amazon,64,90,1197.44,0.0,1.0
3-2023,shopping,manor,66,79,3771.5,0.95,0.05
3-2023,health,sumup,48,64,5379.05,1.0,0.0
3-2023,communication,adobe,36,46,1476.87,0.0,1.0
3-2023,transport,other,874,3110,94867.23,0.75,0.25
3-2023,cash,other,263,643,155271.54,0.9,0.1
4-2023,transport,migrol,131,247,5295.12,1.0,0.0
4-2023,general,paypal,42,70,6625.44,0.0,1.0
4-2023,shopping,decathlon,30,33,1269.01,0.95,0.05
4-2023,health,other,505,832,43221.45,0.88,0.12
5-2023,groceries,migros,812,3072,87516.59,0.94,0.06
5-2023,transport,parkingpay,44,167,1303.44,0.0,1.0
5-2023,groceries,brezelkonig,70,107,812.5,0.97,0.03
5-2023,transport,tier,27,91,347.83,0.05,0.95
5-2023,shopping,migros,62,78,3887.6,0.87,0.13
5-2023,health,amavita,39,45,1053.15,1.0,0.0
5-2023,groceries,stocker,26,52,391.35,1.0,0.0
5-2023,general,other,371,647,50281.72,0.25,0.75
4-2023,transport,landi,21,58,1102.25,1.0,0.0
4-2023,communication,tiktok,7,20,42.51,0.0,1.0
5-2023,holidays,airbnb,26,40,20438.2,0.0,1.0
6-2023,groceries,steiner,39,92,1003.65,1.0,0.0
6-2023,entertainment,mycasino.ch,16,383,20179.86,0.0,1.0
6-2023,holidays,other,582,1626,208228.31,0.53,0.47
6-2023,transport,uber,66,186,3900.09,0.09,0.91
6-2023,shopping,globus,22,31,3348.34,0.88,0.12
6-2023,groceries,sbb,32,46,489.55,1.0,0.0
6-2023,wellness,other,9,15,1330.3,0.8,0.2
6-2023,transport,vbz,32,57,740.7,1.0,0.0
6-2023,Health,other,1,1,245.0,0.0,1.0
10-2021,education,other,1,2,134.95,0.0,1.0
10-2021,groceries,migrolino,75,247,2203.95,0.96,0.04
10-2021,transport,shell,97,140,4817.32,1.0,0.0
10-2021,entertainment,mycasino.ch,5,24,4613.0,0.0,1.0
10-2021,communication,amazon,41,77,879.25,0.0,1.0
10-2021,general,paypal,26,48,9544.65,0.0,1.0
10-2021,shopping,otto's,24,27,1866.0,0.74,0.26
11-2021,groceries,kkiosk,67,105,1358.4,1.0,0.0
11-2021,entertainment,microsoft,30,46,792.52,0.0,1.0
11-2021,groceries,brezelkönig,39,48,371.6,1.0,0.0
11-2021,entertainment,paypal,24,29,718.06,0.0,1.0
11-2021,holidays,other,280,522,82231.9,0.51,0.49
12-2021,communication,paypal,88,173,4719.0,0.0,1.0
12-2021,shopping,migros,72,95,6498.75,0.9,0.1
12-2021,entertainment,microsoft,41,59,1196.41,0.0,1.0
12-2021,entertainment,paypal,25,46,683.6,0.0,1.0
12-2021,health,dm-drogerie,20,26,1228.26,1.0,0.0
1-2022,entertainment,swisslos,22,49,2394.0,0.0,1.0
1-2022,communication,sky,42,54,1207.56,0.0,1.0
1-2022,entertainment,playstationnetwork,23,38,729.4,0.0,1.0
1-2022,entertainment,swiss casinos,18,171,11135.0,0.0,1.0
10-2021,holidays,swiss,31,49,7820.44,0.05,0.95
10-2021,shopping,orell fussli,24,30,1102.3,1.0,0.0
10-2021,communication,adobe,21,31,1109.44,0.0,1.0
9-2021,transport,other,582,1982,53643.0,0.68,0.32
10-2021,shopping,hornbach,12,15,1456.85,1.0,0.0
11-2021,communication,google,108,261,3659.53,0.0,1.0
12-2021,transport,sbb,237,1052,13616.8,0.12,0.88
12-2021,Restaurant,other,1,1,15.0,1.0,0.0
1-2022,groceries,aldi,148,363,12538.83,1.0,0.0
1-2022,groceries,manor,22,39,1675.0,1.0,0.0
1-2022,shopping,decathlon,20,21,1996.37,0.58,0.42
1-2022,groceries,rewe,9,18,642.32,1.0,0.0
1-2022,communication,yallo,15,27,694.35,0.0,1.0
6-2021,groceries,volg,133,408,6922.85,1.0,0.0
6-2021,transport,uber,27,96,1653.98,0.05,0.95
6-2021,shopping,muller,33,42,1179.0,1.0,0.0
6-2021,transport,vbz,22,31,256.2,1.0,0.0
7-2021,groceries,avec,78,163,1330.29,0.99,0.01
7-2021,transport,easypark,24,52,221.52,0.0,1.0
7-2021,groceries,sumup,47,60,1215.41,1.0,0.0
7-2021,shopping,globus,38,58,5960.95,0.92,0.08
7-2021,entertainment,youtube,34,36,493.24,0.0,1.0
7-2021,restaurants,spettacolo,13,21,140.8,1.0,0.0
8-2021,communication,apple,252,721,10286.34,0.0,1.0
8-2021,groceries,kkiosk,69,101,915.15,1.0,0.0
8-2021,groceries,brezelkönig,27,42,250.3,1.0,0.0
8-2021,living,other,76,141,6287.05,0.44,0.56
8-2021,cash,kantonalbank,18,30,6660.0,1.0,0.0
9-2021,restaurants,migros,126,239,2960.35,0.99,0.01
9-2021,entertainment,other,371,935,60652.88,0.26,0.74
9-2021,groceries,steiner,58,137,1455.85,1.0,0.0
9-2021,groceries,sbb,19,31,251.4,0.61,0.39
9-2021,shopping,ochsner,19,20,1716.2,0.99,0.01
9-2021,restaurants,subway,13,21,377.04,1.0,0.0
1-2023,groceries,coop,876,4321,93163.35,0.97,0.03
1-2023,shopping,digitec galaxus,102,166,19070.23,0.04,0.96
1-2023,shopping,manor,72,98,4821.35,0.93,0.07
2-2023,transport,avia,99,168,6633.11,1.0,0.0
2-2023,groceries,kkiosk,89,164,1946.7,1.0,0.0
2-2023,transport,socar,87,142,4428.38,1.0,0.0
2-2023,transport,agrola,58,122,3657.76,1.0,0.0
2-2023,cash,twint,50,103,4832.94,0.0,1.0
2-2023,entertainment,swisslos,26,46,1937.0,0.01,0.99
2-2023,transport,tamoil,22,42,1649.95,1.0,0.0
2-2023,groceries,brezelkönig,26,30,200.2,1.0,0.0
2-2023,communication,sky,50,60,1026.47,0.0,1.0
2-2023,cash,binance,14,42,16863.12,0.0,1.0
2-2023,shopping,jelmoli,16,28,1056.25,1.0,0.0
2-2023,entertainment,swiss casinos,29,99,5606.0,0.0,1.0
2-2023,shopping,other,1073,3470,260985.28,0.62,0.38
2-2023,health,other,479,868,47521.05,0.93,0.07
1-2023,cash,ubs,25,32,11070.0,1.0,0.0
2-2023,entertainment,playstationnetwork,27,44,1365.03,0.0,1.0
2-2023,communication,yallo,18,27,857.55,0.0,1.0
11-2022,restaurants,sumup,159,294,7222.52,1.0,0.0
11-2022,restaurants,uber,66,206,8081.62,0.08,0.92
11-2022,restaurants,marche,30,38,428.99,1.0,0.0
11-2022,shopping,decathlon,29,30,2197.0,0.7,0.3
11-2022,communication,apple,348,960,20325.26,0.0,1.0
11-2022,groceries,coop,880,4403,91353.56,0.97,0.03
12-2022,entertainment,netflix,141,143,2849.55,0.0,1.0
12-2022,cash,postfinance,63,89,20382.99,1.0,0.0
12-2022,restaurants,subway,34,49,949.79,0.98,0.02
12-2022,holidays,other,442,1013,111318.56,0.6,0.4
12-2022,groceries,selecta,95,248,934.62,1.0,0.0
12-2022,restaurants,migros,175,324,4067.9,1.0,0.0
12-2022,communication,spotify,141,147,2437.81,0.0,1.0
12-2022,savings,coinbase,8,95,10609.14,0.0,1.0
12-2022,entertainment,google,21,68,524.29,0.0,1.0
12-2022,communication,audible,27,29,278.17,0.0,1.0
12-2022,transport,bolt,12,78,357.71,0.0,1.0
3-2022,communication,other,454,928,42364.29,0.06,0.94
3-2022,transport,migrol,109,180,3988.24,1.0,0.0
3-2022,restaurants,burger,117,153,3990.33,0.97,0.03
3-2022,savings,revolut,46,72,23480.38,0.0,1.0
3-2022,holidays,swiss,25,44,12953.59,0.03,0.97
3-2022,entertainment,steam,31,48,1220.4,0.0,1.0
3-2022,transport,landi,17,51,1011.65,1.0,0.0
4-2022,transport,parkingpay,47,140,823.3,0.0,1.0
4-2022,communication,amazon,59,98,968.34,0.0,1.0
4-2022,communication,adobe,25,29,561.09,0.0,1.0
5-2022,groceries,steiner,50,119,1576.23,1.0,0.0
5-2022,restaurants,mcdonald's,62,99,1714.84,0.99,0.01
5-2022,cash,kantonalbank,34,41,8880.0,1.0,0.0
5-2022,groceries,sbb,28,41,335.95,1.0,0.0
5-2022,health,other,422,700,40032.54,0.87,0.13
4-2022,health,other,445,755,40337.23,0.89,0.11
4-2022,savings,revolut,43,82,24933.64,0.0,1.0
4-2022,transport,tier,19,39,185.53,0.02,0.98
6-2022,transport,coop,284,644,16188.89,1.0,0.0
6-2022,groceries,migrolino,109,261,2332.05,1.0,0.0
6-2022,transport,lime,21,109,567.32,0.0,1.0
6-2022,transport,fairtiq,34,83,2170.65,0.0,1.0
6-2022,holidays,airbnb,18,42,10693.39,0.0,1.0
6-2022,restaurants,mcdonald's,80,129,1784.64,0.97,0.03
6-2022,transport,eni,57,86,2971.36,0.94,0.06
6-2022,shopping,muller,43,53,1839.45,1.0,0.0
6-2022,transport,zvv,32,132,1635.9,0.0,1.0
6-2022,entertainment,playstationnetwork,19,29,781.68,0.0,1.0
6-2022,entertainment,swiss casinos,20,114,14019.78,0.0,1.0
6-2022,entertainment,swisslos,35,70,2854.0,0.0,1.0
6-2022,education,other,1,4,145.84,0.0,1.0
8-2023,shopping,aliexpress,77,320,5707.95,0.0,1.0
8-2023,shopping,paypal,96,193,16401.34,0.0,1.0
8-2023,transport,avia,134,238,6831.95,1.0,0.0
8-2023,transport,socar,99,156,4589.9,1.0,0.0
8-2023,transport,agrola,84,179,4454.16,1.0,0.0
8-2023,restaurants,burger,131,186,4337.93,0.99,0.01
8-2023,entertainment,swisslos,27,63,3785.0,0.0,1.0
8-2023,transport,tamoil,47,78,1829.22,1.0,0.0
8-2023,entertainment,playstationnetwork,14,27,468.99,0.0,1.0
8-2023,communication,tiktok,8,60,2020.03,0.0,1.0
8-2023,entertainment,swiss casinos,30,111,12290.5,0.0,1.0
9-2023,communication,paypal,93,156,5917.12,0.0,1.0
9-2023,groceries,steiner,56,91,1026.9,1.0,0.0
9-2023,shopping,manor,67,77,4566.5,1.0,0.0
9-2023,general,paypal,30,54,4723.16,0.0,1.0
9-2023,groceries,sbb,32,67,671.3,1.0,0.0
9-2023,health,coop,34,41,1072.4,1.0,0.0
8-2023,shopping,zalando,21,37,4651.06,0.02,0.98
9-2023,shopping,digitec galaxus,78,117,14610.76,0.07,0.93
9-2023,Holidays,other,1,1,500.0,1.0,0.0
10-2023,transport,sbb,340,1616,24325.0,0.12,0.88
10-2023,groceries,avec,146,368,3437.85,1.0,0.0
10-2023,groceries,sumup,97,128,2351.08,1.0,0.0
10-2023,shopping,amzn,36,62,2830.93,0.0,1.0
7-2022,groceries,selecta,121,353,1118.79,1.0,0.0
7-2022,restaurants,migros,141,257,3487.75,1.0,0.0
7-2022,shopping,aliexpress,48,186,3915.27,0.0,1.0
7-2022,transport,uber,77,273,3996.29,0.06,0.94
7-2022,shopping,paypal,90,161,16939.93,0.0,1.0
7-2022,entertainment,mycasino.ch,8,18,1554.0,0.0,1.0
7-2022,shopping,zalando,24,33,4514.57,0.02,0.98
7-2022,restaurants,subway,29,54,813.98,1.0,0.0
7-2022,communication,other,501,1007,62251.99,0.05,0.95
7-2022,transport,vbz,30,45,521.2,0.92,0.08
7-2022,holidays,airbnb,22,46,19782.49,0.0,1.0
7-2022,education,other,3,4,1051.06,0.74,0.26
8-2022,transport,coop,293,675,15801.49,1.0,0.0
8-2022,restaurants,mcdonald's,95,144,2035.34,0.99,0.01
8-2022,transport,lime,31,141,776.4,0.0,1.0
8-2022,transport,fairtiq,32,76,1955.69,0.0,1.0
8-2022,shopping,globus,30,46,1578.34,1.0,0.0
8-2022,transport,zvv,24,98,1765.5,0.0,1.0
8-2022,transport,eni,81,130,3823.72,0.85,0.15
8-2022,health,amavita,42,45,2329.1,1.0,0.0
9-2022,restaurants,migros,155,315,4118.85,1.0,0.0
9-2022,shopping,digitec galaxus,76,130,19897.15,0.07,0.93
9-2022,entertainment,netflix,125,126,2535.63,0.0,1.0
9-2022,transport,bolt,17,198,453.31,0.0,1.0
9-2022,communication,amazon,57,95,926.01,0.0,1.0
9-2022,shopping,manor,68,94,4644.95,0.84,0.16
9-2022,cash,ubs,27,33,9159.8,1.0,0.0
9-2022,entertainment,google,15,37,208.83,0.0,1.0
9-2022,restaurants,subway,32,55,908.71,1.0,0.0
9-2022,communication,adobe,32,40,1051.55,0.0,1.0
1-2021,shopping,digitec galaxus,61,103,13137.23,0.05,0.95
1-2021,restaurants,starbucks,24,58,524.96,1.0,0.0
1-2021,shopping,manor,21,29,2209.2,0.92,0.08
1-2021,restaurants,vicafe,17,22,231.3,1.0,0.0
1-2021,general,other,93,156,23854.73,0.08,0.92
2-2021,restaurants,sumup,21,30,762.14,1.0,0.0
2-2021,restaurants,uber,33,84,3325.33,0.05,0.95
2-2021,communication,spotify,90,90,1542.46,0.0,1.0
2-2021,entertainment,interwetten,1,16,3490.0,0.0,1.0
2-2021,general,paypal,22,30,1362.85,0.0,1.0
2-2021,communication,audible,21,24,274.16,0.0,1.0
3-2021,groceries,avec,43,71,681.9,1.0,0.0
3-2021,communication,paypal,51,82,2949.15,0.0,1.0
3-2021,cash,revolut,4,19,6047.0,0.0,1.0
3-2021,groceries,sumup,25,31,845.0,1.0,0.0
3-2021,shopping,decathlon,17,30,2650.4,0.6,0.4
5-2021,transport,uber,31,93,1519.89,0.09,0.91
5-2021,transport,vbz,16,26,331.6,1.0,0.0
5-2021,shopping,ochsner,26,29,8139.55,1.0,0.0
5-2021,communication,other,335,678,37803.41,0.06,0.94
5-2021,general,other,148,231,27453.52,0.11,0.89
12-2020,shopping,other,1,1,212.9,0.0,1.0
2-2021,groceries,avec,33,48,518.25,1.0,0.0
2-2021,transport,parkingpay,12,19,100.4,0.0,1.0
2-2021,groceries,sumup,16,18,850.8,1.0,0.0
2-2021,transport,tier,6,31,89.14,0.0,1.0
2-2021,cash,kantonalbank,4,5,1150.0,1.0,0.0
2-2021,restaurants,marche,9,12,251.85,1.0,0.0
3-2021,holidays,airbnb,5,9,3353.49,0.0,1.0
3-2021,Groceries,other,1,1,2.4,1.0,0.0
4-2021,shopping,aliexpress,45,133,2829.76,0.0,1.0
4-2021,groceries,avec,59,108,960.45,0.94,0.06
4-2021,shopping,paypal,88,178,12042.05,0.0,1.0
4-2021,groceries,sumup,32,39,699.17,1.0,0.0
4-2021,shopping,zalando,26,37,4288.31,0.0,1.0
4-2021,savings,other,27,53,17281.1,0.03,0.97
4-2021,communication,spotify,99,101,1658.11,0.0,1.0
4-2021,restaurants,burger,63,73,1756.2,0.99,0.01
4-2021,entertainment,swisslos,12,15,663.0,0.0,1.0
4-2021,entertainment,swiss casinos,6,36,1898.0,0.0,1.0
4-2021,communication,audible,21,24,285.05,0.0,1.0
4-2021,entertainment,playstationnetwork,8,10,172.6,0.0,1.0
7-2023,transport,shell,171,291,8012.15,1.0,0.0
7-2023,groceries,steiner,51,101,1177.35,1.0,0.0
7-2023,holidays,booking.com,63,102,30055.53,0.0,1.0
7-2023,entertainment,mycasino.ch,17,92,13541.0,0.0,1.0
7-2023,shopping,otto's,52,71,4835.45,0.96,0.04
7-2023,shopping,orell fussli,37,39,1225.15,0.78,0.22
7-2023,shopping,hornbach,21,31,3145.18,0.66,0.34
7-2023,groceries,sbb,20,30,244.15,1.0,0.0
10-2022,groceries,lidl,188,460,14432.73,1.0,0.0
10-2022,restaurants,migros,159,331,4487.25,1.0,0.0
10-2022,groceries,spar,131,284,7017.6,1.0,0.0
10-2022,shopping,migros,42,46,3813.75,0.95,0.05
10-2022,entertainment,youtube,44,44,700.56,0.0,1.0
10-2022,restaurants,subway,29,42,689.41,1.0,0.0
10-2022,groceries,twint,19,57,832.97,0.0,1.0
10-2022,communication,yallo,14,24,740.15,0.0,1.0
10-2022,communication,sky,52,68,1112.58,0.0,1.0
10-2022,savings,other,28,78,12495.03,0.04,0.96
11-2023,entertainment,interwetten,14,147,15135.27,0.0,1.0
11-2023,transport,voi,12,80,293.22,0.01,0.99
11-2023,groceries,sprungli,42,54,1765.07,0.71,0.29
2-2022,transport,other,649,1925,66020.57,0.75,0.25
2-2022,shopping,amzn,35,49,3682.55,0.0,1.0
2-2022,health,coop,25,36,1042.75,1.0,0.0
2-2022,communication,tiktok,1,11,73.2,0.0,1.0
3-2022,shopping,decathlon,19,24,2116.16,0.61,0.39
11-2023,restaurants,other,1172,7404,227577.24,0.94,0.06
11-2023,groceries,other,1027,4088,111917.4,0.77,0.23
11-2023,savings,other,18,43,10555.02,0.0,1.0
11-2023,groceries,panetarium,2,28,271.7,1.0,0.0
11-2023,Groceries,other,1,2,6.7,1.0,0.0
12-2023,communication,apple,366,1127,24124.63,0.01,0.99
12-2023,cash,revolut,76,286,118687.82,0.0,1.0
12-2023,restaurants,other,1149,7077,243551.42,0.94,0.06
12-2023,holidays,other,485,1104,155269.38,0.54,0.46
12-2023,groceries,volg,142,396,7533.45,1.0,0.0
12-2023,transport,shell,147,224,6007.03,1.0,0.0
12-2023,shopping,migros,43,54,2704.5,0.93,0.07
3-2023,groceries,selecta,103,349,1087.15,1.0,0.0
3-2023,shopping,aliexpress,76,286,7202.62,0.0,1.0
3-2023,shopping,paypal,99,176,17334.16,0.0,1.0
3-2023,transport,avia,104,198,7123.37,1.0,0.0
3-2023,transport,socar,101,179,5224.67,1.0,0.0
3-2023,transport,agrola,73,158,4425.34,1.0,0.0
3-2023,transport,tamoil,29,47,1250.56,1.0,0.0
3-2023,shopping,zalando,21,32,4155.85,0.01,0.99
3-2023,holidays,airbnb,20,23,8484.97,0.0,1.0
4-2023,restaurants,burger,148,202,4564.93,1.0,0.0
4-2023,shopping,otto's,53,74,3531.05,0.98,0.02
4-2023,entertainment,microsoft,50,61,1554.97,0.0,1.0
4-2023,entertainment,paypal,20,29,1312.68,0.0,1.0
5-2023,groceries,coop,945,4571,94523.94,0.97,0.03
5-2023,transport,bolt,18,78,336.66,0.0,1.0
4-2023,communication,paypal,120,218,6188.4,0.0,1.0
4-2023,shopping,hornbach,25,47,2636.83,0.92,0.08
4-2023,wellness,other,6,13,999.35,0.75,0.25
4-2023,shopping,orell fussli,21,28,1185.25,1.0,0.0
5-2023,wellness,other,11,56,4783.25,0.96,0.04
5-2023,salary,other,1,1,13.4,1.0,0.0
6-2023,communication,google,192,562,7321.11,0.0,1.0
6-2023,groceries,migrolino,131,332,2637.15,1.0,0.0
6-2023,restaurants,marche,46,78,923.85,1.0,0.0
6-2023,restaurants,sumup,251,448,11802.05,1.0,0.0
6-2023,restaurants,uber,61,147,6802.57,0.1,0.9
6-2023,transport,easypark,57,178,820.22,0.0,1.0
6-2023,shopping,muller,68,98,2413.35,1.0,0.0
6-2023,holidays,swiss,35,63,16148.44,0.09,0.91
10-2021,holidays,other,380,1041,177741.36,0.76,0.24
10-2021,tax,other,119,169,9301.28,0.31,0.69
10-2021,restaurants,sumup,95,148,4273.79,0.98,0.02
10-2021,restaurants,uber,53,143,5226.53,0.02,0.98
10-2021,groceries,steiner,55,115,1375.25,1.0,0.0
11-2021,cash,twint,56,219,8602.17,0.0,1.0
11-2021,transport,eni,30,51,1229.21,1.0,0.0
11-2021,transport,lime,27,111,579.05,0.08,0.92
11-2021,transport,fairtiq,32,85,1932.0,0.0,1.0
11-2021,general,paypal,43,46,5816.45,0.0,1.0
11-2021,transport,zvv,21,55,685.5,0.0,1.0
11-2021,health,sumup,47,56,3424.84,1.0,0.0
11-2021,cash,binance,27,101,41877.0,0.0,1.0
12-2021,restaurants,mcdonald's,62,96,1711.87,1.0,0.0
12-2021,groceries,sprungli,42,56,2355.0,0.89,0.11
12-2021,groceries,panetarium,5,21,260.2,1.0,0.0
12-2021,groceries,other,849,3332,111667.51,0.84,0.16
1-2022,groceries,kkiosk,50,68,703.2,1.0,0.0
1-2022,general,paypal,32,42,6688.81,0.0,1.0
1-2022,health,sumup,32,36,3048.4,1.0,0.0
1-2022,groceries,brezelkönig,24,33,243.3,1.0,0.0
1-2022,communication,other,427,900,39015.8,0.04,0.96
10-2021,restaurants,marche,21,24,438.37,1.0,0.0
10-2021,shopping,decathlon,22,29,3263.77,0.78,0.22
10-2021,groceries,sbb,27,43,321.35,1.0,0.0
11-2021,transport,coop,195,409,10914.51,1.0,0.0
11-2021,groceries,aldi,156,403,13209.65,1.0,0.0
11-2021,holidays,swiss,16,20,4320.95,0.08,0.92
11-2021,groceries,rewe,18,32,1322.12,1.0,0.0
11-2021,shopping,ochsner,41,54,6185.05,0.88,0.12
11-2021,groceries,manor,21,38,1099.25,1.0,0.0
11-2021,education,other,1,6,203.55,0.43,0.57
1-2022,transport,sbb,209,901,11968.4,0.08,0.92
1-2022,shopping,otto's,37,48,2277.05,0.82,0.18
1-2022,shopping,orell fussli,20,26,999.2,1.0,0.0
1-2022,holidays,booking.com,10,10,5019.59,0.0,1.0
1-2022,shopping,hornbach,6,6,459.25,1.0,0.0
6-2021,restaurants,other,765,4175,171909.64,0.93,0.07
6-2021,groceries,denner,180,353,10090.45,0.95,0.05
6-2021,transport,easypark,20,51,139.93,0.0,1.0
6-2021,shopping,globus,28,33,961.65,1.0,0.0
6-2021,cash,kantonalbank,22,28,7930.0,1.0,0.0
6-2021,health,coop,23,28,661.1,0.91,0.09
7-2021,groceries,lidl,117,240,9895.35,1.0,0.0
7-2021,groceries,spar,90,211,7372.67,1.0,0.0
7-2021,transport,uber,53,147,2382.42,0.07,0.93
7-2021,cash,twint,41,132,4883.31,0.0,1.0
7-2021,shopping,muller,34,39,1256.08,1.0,0.0
7-2021,transport,vbz,21,27,275.5,1.0,0.0
7-2021,restaurants,tibits,24,49,832.8,1.0,0.0
7-2021,cash,binance,10,26,5041.1,0.0,1.0
7-2021,savings,other,26,72,11980.54,0.0,1.0
8-2021,groceries,aldi,133,301,11433.81,1.0,0.0
8-2021,transport,migrol,97,162,4038.85,1.0,0.0
8-2021,restaurants,burger,89,107,2591.81,0.97,0.03
8-2021,entertainment,mycasino.ch,8,20,5391.0,0.0,1.0
8-2021,groceries,manor,30,54,1562.15,1.0,0.0
7-2021,groceries,twint,6,7,192.15,0.0,1.0
7-2021,education,other,2,2,265.9,0.9,0.1
8-2021,health,other,332,546,33875.17,0.78,0.22
8-2021,communication,post,58,79,3419.63,1.0,0.0
8-2021,transport,landi,13,36,590.7,1.0,0.0
8-2021,groceries,rewe,15,20,477.11,1.0,0.0
8-2021,shopping,ochsner,28,32,2324.15,0.89,0.11
9-2021,groceries,migrolino,68,246,2087.65,0.99,0.01
9-2021,transport,avia,87,150,6316.47,0.99,0.01
9-2021,transport,socar,82,149,3496.51,1.0,0.0
9-2021,transport,agrola,67,143,5242.03,1.0,0.0
9-2021,restaurants,mcdonalds,156,237,3979.24,1.0,0.0
9-2021,cash,twint,52,196,6695.62,0.0,1.0
